season,school_mascot,head_coach,first_season,offensive_coordinators,defensive_coordinators,source_title,source_revid
2003,Wake Forest Demon Deacons,Jim Grobe,2001,Steed Lobotzke,Dean Hood,2003 Wake Forest Demon Deacons football team,1336289167
2003,Washington Huskies,Keith Gilbertson,2003,John Pettas,Tim Hundley / Phil Snow,2003 Washington Huskies football team,1370186645
2003,Washington State Cougars,Bill Doba,2003,Mike Levenseller,Robb Akey,2003 Washington State Cougars football team,1339603432
2003,West Virginia Mountaineers,Rich Rodriguez,2001,,Jeff Casteel,2003 West Virginia Mountaineers football team,1372897690
2003,Western Michigan Broncos,Gary Darnell,1997,Brian Rock,,2003 Western Michigan Broncos football team,1340738824
2003,Wisconsin Badgers,Barry Alvarez,1990,Brian White,Kevin Cosgrove,2003 Wisconsin Badgers football team,1339603441
2003,Wyoming Cowboys,Joe Glenn,2003,Billy Cockhill,Mike Breske,2003 Wyoming Cowboys football team,1339027478
2004,Air Force Falcons,Fisher DeBerry,1984,,Richard Bell,2004 Air Force Falcons football team,1360834651
2004,Akron Zips,J. D. Brookhart,2004,Jim Pry,Jim Fleming,2004 Akron Zips football team,1339376939
2004,Alabama Crimson Tide,Mike Shula,2003,David Rader,Joe Kines,2004 Alabama Crimson Tide football team,1343034652
2004,Arizona State Sun Devils,Dirk Koetter,2001,,Brent Guy,2004 Arizona State Sun Devils football team,1339603466
2004,Arizona Wildcats,Mike Stoops,2004,Mike Canales,Mark Stoops,2004 Arizona Wildcats football team,1339129175
2004,Arkansas Razorbacks,Houston Nutt,1998,Roy Wittke,Dave Wommack,2004 Arkansas Razorbacks football team,1339603476
2004,Arkansas State Red Wolves,Steve Roberts,2002,Doug Ruse,Kevin Corless / Jack Curtis,2004 Arkansas State Indians football team,1332278202
2004,Army Black Knights,Bobby Ross,2004,Kevin Ross,John Mumford,2004 Army Black Knights football team,1340738842
2004,Auburn Tigers,Tommy Tuberville,1999,Al Borges,Gene Chizik,2004 Auburn Tigers football team,1371966197
2004,BYU Cougars,Gary Crowton,2001,Todd Bradford,Bronco Mendenhall,2004 BYU Cougars football team,1339133295
2004,Ball State Cardinals,Brady Hoke,2003,,,2004 Ball State Cardinals football team,1340703379
2004,Baylor Bears,Guy Morriss,2003,Brent Pease,Bill Bradley,2004 Baylor Bears football team,1368402843
2004,Boise State Broncos,Dan Hawkins,2001,Chris Petersen,Ron Collins,2004 Boise State Broncos football team,1338870484
2004,Boston College Eagles,Tom O'Brien,1997,Dana Bible,Frank Spaziani,2004 Boston College Eagles football team,1334837487
2004,Bowling Green Falcons,Gregg Brandon,2003,Greg Studrawa,Tim Beckman,2004 Bowling Green Falcons football team,1339603486
2004,Buffalo Bulls,Jim Hofher,2001,,,2004 Buffalo Bulls football team,1339603496
2004,California Golden Bears,Jeff Tedford,2002,George Cortez,Bob Gregory,2004 California Golden Bears football team,1332768364
2004,Central Michigan Chippewas,Brian Kelly,2004,Jeff Quinn,,2004 Central Michigan Chippewas football team,1340705300
2004,Cincinnati Bearcats,Mark Dantonio,2004,Don Treadwell,Pat Narduzzi,2004 Cincinnati Bearcats football team,1339603509
2004,Clemson Tigers,Tommy Bowden,1999,Mike O'Cain,John Lovett,2004 Clemson Tigers football team,1348503685
2004,Colorado Buffaloes,Gary Barnett,1999,Shawn Watson,Mike Hankwitz,2004 Colorado Buffaloes football team,1327597436
2004,Colorado State Rams,Sonny Lubick,1993,Dan Hammerschmidt,Steve Stanard,2004 Colorado State Rams football team,1330375513
2004,Duke Blue Devils,Ted Roof,2004,Marty Galbraith,Scott Brown / Jerry Azzinaro,2004 Duke Blue Devils football team,1335923408
2004,East Carolina Pirates,John Thompson,2003,Noah Brindise,Jerry Odom,2004 East Carolina Pirates football team,1339604233
2004,Eastern Michigan Eagles,Jeff Genyk,2004,Howard Feggins,,2004 Eastern Michigan Eagles football team,1340670304
2004,Florida Atlantic Owls,Howard Schnellenberger,2001,Larry Seiple,Kirk Hoza,2004 Florida Atlantic Owls football team,1339604238
2004,Florida Gators,Ron Zook,2002,Larry Fedora,Charlie Strong,2004 Florida Gators football team,1359873778
2004,Florida International Panthers,Don Strock,2002,Greg Briner,Bernard Clark,2004 FIU Golden Panthers football team,1340738861
2004,Florida State Seminoles,Bobby Bowden,1976,Jeff Bowden,Mickey Andrews,2004 Florida State Seminoles football team,1335932973
2004,Fresno State Bulldogs,Pat Hill,1997,Frank Cignetti Jr.,Dan Brown,2004 Fresno State Bulldogs football team,1338770552
2004,Georgia Bulldogs,Mark Richt,2001,Neil Callaway,Brian VanGorder,2004 Georgia Bulldogs football team,1337686723
2004,Georgia Tech Yellow Jackets,Chan Gailey,2002,Patrick Nix,Jon Tenuta,2004 Georgia Tech Yellow Jackets football team,1342294529
2004,Hawai'i Rainbow Warriors,June Jones,1999,,George Lumpkin,2004 Hawaii Warriors football team,1338727668
2004,Houston Cougars,Art Briles,2003,,Ron Harris,2004 Houston Cougars football team,1360484817
2004,Idaho Vandals,Nick Holt,2004,Nate Kaczor / Joel Thomas,,2004 Idaho Vandals football team,1374758229
2004,Illinois Fighting Illini,Ron Turner,1997,Dan Roushar,Mike Mallory,2004 Illinois Fighting Illini football team,1366068622
2004,Indiana Hoosiers,Gerry DiNardo,2002,Steve Addazio,Joe Cullen,2004 Indiana Hoosiers football team,1338061639
2004,Iowa Hawkeyes,Kirk Ferentz,1999,Ken O'Keefe,Norm Parker,2004 Iowa Hawkeyes football team,1331020351
2004,Iowa State Cyclones,Dan McCarney,1995,Barney Cotton,John Skladany,2004 Iowa State Cyclones football team,1339455183
2004,Kansas Jayhawks,Mark Mangino,2002,Nick Quartaro,Bill Young,2004 Kansas Jayhawks football team,1339604275
2004,Kansas State Wildcats,Bill Snyder,1989,Del Miller / Greg Peterson,Bob Elliott,2004 Kansas State Wildcats football team,1339452190
2004,Kent State Golden Flashes,Doug Martin,2004,,Pete Rekstis,2004 Kent State Golden Flashes football team,1347165997
2004,Kentucky Wildcats,Rich Brooks,2003,Ron Hudson,Mike Archer,2004 Kentucky Wildcats football team,1366813209
2004,LSU Tigers,Nick Saban,2000,Jimbo Fisher,Will Muschamp,2004 LSU Tigers football team,1355399267
2004,Louisiana Ragin' Cajuns,Rickey Bustle,2002,Rob Christophel,Brent Pry,2004 Louisiana–Lafayette Ragin' Cajuns football team,1360985168
2004,Louisiana Tech Bulldogs,Jack Bicknell Jr.,1999,Conroy Hines,Tim Rose,2004 Louisiana Tech Bulldogs football team,1342034272
2004,Louisville Cardinals,Bobby Petrino,2003,Paul Petrino,Mike Cassity,2004 Louisville Cardinals football team,1368807268
2004,Marshall Thundering Herd,Bob Pruett,1996,Mark McHale / Larry Kueck,Bill Wilt,2004 Marshall Thundering Herd football team,1339280218
2004,Maryland Terrapins,Ralph Friedgen,2001,Charlie Taaffe,Gary Blackney,2004 Maryland Terrapins football team,1333326575
2004,Memphis Tigers,Tommy West,2001,Randy Fichtner,Joe Lee Dunn,2004 Memphis Tigers football team,1339604313
2004,Miami (OH) RedHawks,Terry Hoeppner,1999,Shane Montgomery,Brian George / Joe Palcic,2004 Miami RedHawks football team,1339604328
2004,Miami Hurricanes,Larry Coker,2001,Dan Werner,Randy Shannon,2004 Miami Hurricanes football team,1369767753
2004,Michigan State Spartans,John L. Smith,2003,Dave Baldwin,Chris Smeland,2004 Michigan State Spartans football team,1339604335
2004,Michigan Wolverines,Lloyd Carr,1995,Terry Malone,Jim Herrmann,2004 Michigan Wolverines football team,1353064110
2004,Middle Tennessee Blue Raiders,Andy McCollum,1999,Blake Anderson / Darin Hinshaw,Bradley Dale Peveto,2004 Middle Tennessee Blue Raiders football team,1341086222
2004,Minnesota Golden Gophers,Glen Mason,1997,Mitch Browning / Tony Petersen,Greg Hudson,2004 Minnesota Golden Gophers football team,1338613111
2004,Mississippi State Bulldogs,Sylvester Croom,2004,Woody McCorvey,Ellis Johnson,2004 Mississippi State Bulldogs football team,1337604459
2004,Missouri Tigers,Gary Pinkel,2001,Dave Christensen,Matt Eberflus,2004 Missouri Tigers football team,1332978408
2004,NC State Wolfpack,Chuck Amato,2000,Noel Mazzone,Reggie Herring,2004 NC State Wolfpack football team,1339604350
2004,Navy Midshipmen,Paul Johnson,2002,,Buddy Green,2004 Navy Midshipmen football team,1331025349
2004,Nebraska Cornhuskers,Bill Callahan,2004,Jay Norvell,Kevin Cosgrove,2004 Nebraska Cornhuskers football team,1373233141
2004,Nevada Wolf Pack,Chris Ault,1985,Chris Klenakis,Dave Fipp / Barry Sacks,2004 Nevada Wolf Pack football team,1338768503
2004,New Mexico Lobos,Rocky Long,1998,Dan Dodd,Osia Lewis,2004 New Mexico Lobos football team,1330386970
2004,New Mexico State Aggies,Tony Samuel,1997,Gerry Gdowski,Ross Els,2004 New Mexico State Aggies football team,1339604368
2004,North Carolina Tar Heels,John Bunting,2001,Gary Tranquill,John Gutekunst / Marvin Sanders,2004 North Carolina Tar Heels football team,1336647683
2004,North Texas Mean Green,Darrell Dickey,1998,Ramon Flanigan,Kenny Evans,2004 North Texas Mean Green football team,1340738928
2004,Northern Illinois Huskies,Joe Novak,1996,John Bond,Denny Doornbos,2004 Northern Illinois Huskies football team,1339450957
2004,Northwestern Wildcats,Randy Walker,1999,Mike Dunbar,Greg Colby,2004 Northwestern Wildcats football team,1368458538
2004,Notre Dame Fighting Irish,Tyrone Willingham,2002,Bill Diedrick,Kent Baer,2004 Notre Dame Fighting Irish football team,1369839052
2004,Ohio Bobcats,Brian Knorr,2001,Phil Earley,Tim DeRuyter,2004 Ohio Bobcats football team,1339604388
2004,Ohio State Buckeyes,Jim Tressel,2001,Jim Bollman,Mark Snyder / Mel Tucker,2004 Ohio State Buckeyes football team,1338058488
2004,Oklahoma Sooners,Bob Stoops,1999,Chuck Long / Kevin Wilson,Brent Venables / Bo Pelini,2004 Oklahoma Sooners football team,1350988395
2004,Oklahoma State Cowboys,Les Miles,2001,Mike Gundy,Bill Clay,2004 Oklahoma State Cowboys football team,1373671373
2004,Ole Miss Rebels,David Cutcliffe,1999,John Latina,Chuck Driesbach,2004 Ole Miss Rebels football team,1332815325
2004,Oregon Ducks,Mike Bellotti,1995,Andy Ludwig,Nick Aliotti,2004 Oregon Ducks football team,1365737612
2004,Oregon State Beavers,Mike Riley,2001,Paul Chryst,Mark Banker,2004 Oregon State Beavers football team,1328281807
2004,Penn State Nittany Lions,Joe Paterno,1966,Galen Hall,Tom Bradley,2004 Penn State Nittany Lions football team,1363048261
2004,Pittsburgh Panthers,Walt Harris,1997,Walt Harris,Paul Rhoads,2004 Pittsburgh Panthers football team,1339291446
2004,Purdue Boilermakers,Joe Tiller,1997,Jim Chaney,Brock Spack,2004 Purdue Boilermakers football team,1369093315
2004,Rice Owls,Ken Hatfield,1994,Scott Wachenheim,Roger Hinshaw,2004 Rice Owls football team,1339604496
2004,Rutgers Scarlet Knights,Greg Schiano,2001,Craig Ver Steeg,Paul Ferraro,2004 Rutgers Scarlet Knights football team,1347346343
2004,SMU Mustangs,Phil Bennett,2002,Rusty Burns,Jim Gush,2004 SMU Mustangs football team,1339379215
2004,San Diego State Aztecs,Tom Craft,2002,,Thom Kaumeyer,2004 San Diego State Aztecs football team,1374099557
2004,San José State Spartans,Fitz Hill,2001,Barry Lunney Jr.,Keith Burns,2004 San Jose State Spartans football team,1330401129
2004,South Carolina Gamecocks,Lou Holtz,1999,Skip Holtz,Rick Minter,2004 South Carolina Gamecocks football team,1368480342
2004,South Florida Bulls,Jim Leavitt,1997,Mike Hobbie,Rick Kravitz / Wally Burnham,2004 South Florida Bulls football team,1339604538
2004,Southern Miss Golden Eagles,Jeff Bower,1990,Rip Scherer,Tyrone Nix,2004 Southern Miss Golden Eagles football team,1339604544
2004,Stanford Cardinal,Buddy Teevens,2002,Bill Cubit,A. J. Christoff,2004 Stanford Cardinal football team,1366428556
2004,Syracuse Orange,Paul Pasqualoni,1991,George DeLeone,Steve Dunlap,2004 Syracuse Orange football team,1370796551
2004,TCU Horned Frogs,Gary Patterson,2001,Mike Schultz,Dick Bumpas,2004 TCU Horned Frogs football team,1339456500
2004,Temple Owls,Bobby Wallace,1998,Willie J. Slater,Raymond Monica,2004 Temple Owls football team,1339604553
2004,Tennessee Volunteers,Phillip Fulmer,1993,Randy Sanders,John Chavis,2004 Tennessee Volunteers football team,1339604565
2004,Texas A&M Aggies,Dennis Franchione,2003,Les Koenning,Carl Torbush,2004 Texas A&M Aggies football team,1343683643
2004,Texas Longhorns,Mack Brown,1998,Greg Davis,Greg Robinson,2004 Texas Longhorns football team,1374458642
2004,Texas Tech Red Raiders,Mike Leach,2000,,Lyle Setencich,2004 Texas Tech Red Raiders football team,1369865770
2004,Toledo Rockets,Tom Amstutz,2001,Rob Spence,Lou West,2004 Toledo Rockets football team,1339604608
2004,Troy Trojans,Larry Blakeney,1991,Mark Fleetwood,Vic Koenning,2004 Troy State Trojans football team,1340738945
2004,Tulane Green Wave,Chris Scelfo,1999,Frank Scelfo,Eric Schumann,2004 Tulane Green Wave football team,1339604612
2004,Tulsa Golden Hurricane,Steve Kragthorpe,2003,Charlie Stubbs,Todd Graham,2004 Tulsa Golden Hurricane football team,1339604634
2004,UAB Blazers,Watson Brown,1995,Pat Sullivan,Wayne Bolt,2004 UAB Blazers football team,1339604638
2004,UCF Knights,George O'Leary,2004,Tim Salem,Lance Thompson,2004 UCF Golden Knights football team,1361395206
2004,UCLA Bruins,Karl Dorrell,2003,Tom Cable,Larry Kerr,2004 UCLA Bruins football team,1375109184
2004,UConn Huskies,Randy Edsall,1999,Norries Wilson,Hank Hughes,2004 Connecticut Huskies football team,1372652621
2004,UL Monroe Warhawks,Charlie Weatherbie,2003,Todd Berry,Bob Trott,2004 Louisiana–Monroe Indians football team,1339604303
2004,UNLV Rebels,John Robinson,1999,Bruce Snyder,Mike Bradeson,2004 UNLV Rebels football team,1356770862
2004,USC Trojans,Pete Carroll,2001,Norm Chow,,2004 USC Trojans football team,1368924856
2004,UTEP Miners,Mike Price,2004,Eric Price,Tim Hundley,2004 UTEP Miners football team,1339604683
2004,Utah State Aggies,Mick Dennehy,2000,Bob Cole,David Kotulski,2004 Utah State Aggies football team,1341086316
2004,Utah Utes,Urban Meyer,2003,Mike Sanford,Kyle Whittingham,2004 Utah Utes football team,1339604693
2004,Vanderbilt Commodores,Bobby Johnson,2002,Ted Cain,Bruce Fowler,2004 Vanderbilt Commodores football team,1360225414
2004,Virginia Cavaliers,Al Groh,2001,Ron Prince,Al Golden,2004 Virginia Cavaliers football team,1343685526
2004,Virginia Tech Hokies,Frank Beamer,1987,Bryan Stinespring,Bud Foster,2004 Virginia Tech Hokies football team,1368590225
2004,Wake Forest Demon Deacons,Jim Grobe,2001,Steed Lobotzke,Dean Hood,2004 Wake Forest Demon Deacons football team,1336289190
2004,Washington Huskies,Keith Gilbertson,2003,John Pettas,Phil Snow,2004 Washington Huskies football team,1339604748
2004,Washington State Cougars,Bill Doba,2003,Mike Levenseller,Robb Akey,2004 Washington State Cougars football team,1366337624
2004,West Virginia Mountaineers,Rich Rodriguez,2001,Calvin Magee,Jeff Casteel,2004 West Virginia Mountaineers football team,1339225637
2004,Western Michigan Broncos,Gary Darnell,1997,Brian Rock,,2004 Western Michigan Broncos football team,1339604771
2004,Wisconsin Badgers,Barry Alvarez,1990,Brian White,Bret Bielema,2004 Wisconsin Badgers football team,1361470571
2004,Wyoming Cowboys,Joe Glenn,2003,Billy Cockhill,Mike Breske,2004 Wyoming Cowboys football team,1366431277
2005,Air Force Falcons,Fisher DeBerry,1984,,Richard Bell,2005 Air Force Falcons football team,1330389178
2005,Akron Zips,J. D. Brookhart,2004,Jim Pry,Jim Fleming,2005 Akron Zips football team,1339376979
2005,Alabama Crimson Tide,Mike Shula,2003,David Rader,Joe Kines,2005 Alabama Crimson Tide football team,1339604798
2005,Arizona State Sun Devils,Dirk Koetter,2001,,Bill Miller,2005 Arizona State Sun Devils football team,1339604807
2005,Arizona Wildcats,Mike Stoops,2004,Mike Canales,Mark Stoops,2005 Arizona Wildcats football team,1339129213
2005,Arkansas Razorbacks,Houston Nutt,1998,Roy Wittke,Reggie Herring,2005 Arkansas Razorbacks football team,1339604814
2005,Arkansas State Red Wolves,Steve Roberts,2002,Doug Ruse,Kevin Corless / Jack Curtis,2005 Arkansas State Indians football team,1367533572
2005,Army Black Knights,Bobby Ross,2004,Kevin Ross,John Mumford,2005 Army Black Knights football team,1359976335
2005,Auburn Tigers,Tommy Tuberville,1999,Al Borges,David Gibbs,2005 Auburn Tigers football team,1365507871
2005,BYU Cougars,Bronco Mendenhall,2005,Robert Anae,,2005 BYU Cougars football team,1339133314
2005,Ball State Cardinals,Brady Hoke,2003,,,2005 Ball State Cardinals football team,1339604837
2005,Baylor Bears,Guy Morriss,2003,Brent Pease,Bill Bradley,2005 Baylor Bears football team,1334658786
2005,Boise State Broncos,Dan Hawkins,2001,Chris Petersen,Ron Collins,2005 Boise State Broncos football team,1338870508
2005,Boston College Eagles,Tom O'Brien,1997,Dana Bible,Frank Spaziani,2005 Boston College Eagles football team,1334837517
2005,Bowling Green Falcons,Gregg Brandon,2003,Greg Studrawa,John Lovett,2005 Bowling Green Falcons football team,1339604848
2005,Buffalo Bulls,Jim Hofher,2001,,,2005 Buffalo Bulls football team,1339604858
2005,California Golden Bears,Jeff Tedford,2002,George Cortez,Bob Gregory,2005 California Golden Bears football team,1342774724
2005,Central Michigan Chippewas,Brian Kelly,2004,Jeff Quinn,,2005 Central Michigan Chippewas football team,1343194485
2005,Cincinnati Bearcats,Mark Dantonio,2004,Don Treadwell,Pat Narduzzi,2005 Cincinnati Bearcats football team,1339773171
2005,Clemson Tigers,Tommy Bowden,1999,Rob Spence,Vic Koenning,2005 Clemson Tigers football team,1335917513
2005,Colorado Buffaloes,Gary Barnett,2000,Shawn Watson,Mike Hankwitz,2005 Colorado Buffaloes football team,1361724990
2005,Colorado State Rams,Sonny Lubick,1993,Dan Hammerschmidt,Steve Stanard,2005 Colorado State Rams football team,1330375546
2005,Duke Blue Devils,Ted Roof,2004,Bill O'Brien,Scott Brown / Jerry Azzinaro,2005 Duke Blue Devils football team,1335923441
2005,East Carolina Pirates,Skip Holtz,2005,Steve Shankweiler,Greg Hudson,2005 East Carolina Pirates football team,1339604886
2005,Eastern Michigan Eagles,Jeff Genyk,2004,Howard Feggins,,2005 Eastern Michigan Eagles football team,1339604897
2005,Florida Atlantic Owls,Howard Schnellenberger,2001,Gary Nord,Kirk Hoza,2005 Florida Atlantic Owls football team,1339604905
2005,Florida Gators,Urban Meyer,2005,Dan Mullen,Greg Mattison / Charlie Strong,2005 Florida Gators football team,1339604923
2005,Florida International Panthers,Don Strock,2002,Greg Briner,Bernard Clark,2005 FIU Golden Panthers football team,1345005248
2005,Florida State Seminoles,Bobby Bowden,1976,Jeff Bowden,Mickey Andrews,2005 Florida State Seminoles football team,1335933009
2005,Fresno State Bulldogs,Pat Hill,1997,Frank Cignetti Jr.,Dan Brown,2005 Fresno State Bulldogs football team,1338770577
2005,Georgia Bulldogs,Mark Richt,2001,Neil Callaway,Willie Martinez,2005 Georgia Bulldogs football team,1373946770
2005,Georgia Tech Yellow Jackets,Chan Gailey,2002,Patrick Nix,Jon Tenuta,2005 Georgia Tech Yellow Jackets football team,1342294454
